Unnamed: 0,address,area,sqm,rooms,broker,monthly_fee,price_sold,date_sold,price_pct_change,street_id,street_name,city
139,"Kungsgatan 86, 4 tr ÖG","Kungsholmen,",34 sqm,1,SkandiaMäklarna Stockholm Kungsholmen,1428.0,2700000kr,Såld 16 september 2014,18,475094,Kungsgatan,Stockholms kommun
140,Kungsgatan 51,"Vasastan - City/Norrmalm,",94 sqm,3,Fastighetsbyrån Stockholm - Vasastan,2693.0,7100000kr,Såld  5 mars 2014,13,475094,Kungsgatan,Stockholms kommun
141,Kungsgatan 86,"Kungsholmen,",97 sqm,4,Bukowskis Mäklarbyrå,4176.0,6535000kr,Såld  8 januari 2014,9,475094,Kungsgatan,Stockholms kommun
142,"Kungsgatan 79, vån 3","Kungsholmen,",115 sqm,4,Fastighetsbyrån Stockholm - Kungsholmen,2580.0,8810000kr,Såld 20 november 2013,11,475094,Kungsgatan,Stockholms kommun
143,"Kungsgatan 86, 3tr","Kungsholmen,",68 sqm,2,Notar,3016.0,5100000kr,Såld 29 oktober 2013,17,475094,Kungsgatan,Stockholms kommun
144,"Olof Palmes gata 12, 2 tr","Vasastan - Norrmalm,",69 sqm,3,Widerlöv Stockholm,3321.0,5650000kr,Såld  9 september 2020,4,475097,Olof Palmes gata,Stockholms kommun
145,Olof Palmes gata 12,"Vasastan/ Norrmalm,",41 sqm,"1,5",Properties & Partners Stockholm,1973.0,3900000kr,Såld 17 augusti 2020,8,475097,Olof Palmes gata,Stockholms kommun
146,Olof Palmes gata 12,"Norrmalm,",31 sqm,2,Nestor Fastighetsmäkleri,1641.0,3200000kr,Såld 16 juli 2020,7,475097,Olof Palmes gata,Stockholms kommun
147,Olof Palmes gata 12,"Vasastan/ Norrmalm,",41 sqm,"1,5",Properties & Partners Stockholm,1973.0,3600000kr,Såld  9 juli 2020,-1,475097,Olof Palmes gata,Stockholms kommun
148,"Olof Palmes Gata 16, Vån 6","Norrmalm/City,",43 sqm,2,Properties & Partners Stockholm,2189.0,4925000kr,Såld 15 juni 2020,15,475097,Olof Palmes gata,Stockholms kommun
149,Olof Palmes Gata 16,"Vasastaden,",53 sqm,1,Bronze Fastighetsförmedling AB,2462.0,4750000kr,Såld 31 maj 2020,11,475097,Olof Palmes gata,Stockholms kommun
150,"Olof Palmes gata 16, 6tr","Vasastan/City/Norrmalm,",61 sqm,3,Svensk Fastighetsförmedling Sthlm Kungsholmen,2841.0,6600000kr,Såld 22 maj 2020,14,475097,Olof Palmes gata,Stockholms kommun
151,"Olof palmes gata 12, 4 tr","City - Norrmalm,",54 sqm,3,Innerstadsspecialisten S AB,2551.0,5200000kr,Såld 22 mars 2020,0,475097,Olof Palmes gata,Stockholms kommun
152,Olof palmes gata 12,"Norrmalm/City,",39 sqm,2,Edward & Partners Fastighetsmäklare AB,1877.0,3950000kr,Såld 26 januari 2020,0,475097,Olof Palmes gata,Stockholms kommun
153,"Olof Palmes gata 16, 4tr","Vasastan/Norrmalm/City,",62 sqm,2,Notar,2715.0,5050000kr,Såld  9 januari 2020,3,475097,Olof Palmes gata,Stockholms kommun
154,Olof Palmes gata 12,"Norrmalm/City,",31 sqm,2,Properties & Partners Stockholm,1492.0,3350000kr,Såld 30 september 2019,0,475097,Olof Palmes gata,Stockholms kommun
155,"Olof Palmes Gata 12, 1tr","Vasastan - Norrmalm,",39 sqm,2,SkandiaMäklarna Stockholm Vasastan,1877.0,3400000kr,Såld 26 september 2019,14,475097,Olof Palmes gata,Stockholms kommun
156,Olof Palmes gata 12,"Norrmalm / City,",39 sqm,2,Nestor Fastighetsmäkleri,1877.0,3650000kr,Såld 23 september 2019,0,475097,Olof Palmes gata,Stockholms kommun
157,"Olof Palmes gata 12, 3tr","Vasastan / Norrmalm,",39 sqm,2,Nestor Fastighetsmäkleri,1877.0,4075000kr,Såld 10 september 2019,10,475097,Olof Palmes gata,Stockholms kommun
158,Olof Palmes Gata 12,"Vasastan/Norrmalm/City,",69 sqm,3,Notar,3321.0,5650000kr,Såld 17 augusti 2019,1,475097,Olof Palmes gata,Stockholms kommun
159,"Olof Palmes Gata 14, 4tr","Vasastan / Norrmalm,",76 sqm,3,MOHV Solna,3215.0,6575000kr,Såld  7 augusti 2019,10,475097,Olof Palmes gata,Stockholms kommun
160,Olof Palmes Gata 12,"Vasastan City / Norrmalm,",39 sqm,2,Notar,1877.0,3600000kr,Såld  5 juni 2019,22,475097,Olof Palmes gata,Stockholms kommun
161,"Olof Palmes Gata 16, 1tr","City - Norrmalm,",68 sqm,3,Innerstadsspecialisten S AB,2672.0,6100000kr,Såld 20 maj 2019,12,475097,Olof Palmes gata,Stockholms kommun
162,"Olof Palmes Gata 14, 4 tr","City Norrmalm Vasastan,",43 sqm,2,HusmanHagberg Vasastan,2118.0,3950000kr,Såld  7 november 2018,14,475097,Olof Palmes gata,Stockholms kommun
163,"Olof Palmes Gata 12, 4tr","Vasastan,",102 sqm,"3,5",SkandiaMäklarna Stockholm Vasastan,4764.0,7800000kr,Såld 14 oktober 2018,-2,475097,Olof Palmes gata,Stockholms kommun
164,"Olof Palmes gata 16, 4tr","City - Norrmalm - Vasastan,",69 sqm,3,Innerstadsspecialisten S AB,3027.0,6430000kr,Såld 19 september 2018,17,475097,Olof Palmes gata,Stockholms kommun
165,"Olof Palmes gata 12, 2tr","City - Norrmalm - Vasastan,",39 sqm,2,Innerstadsspecialisten S AB,1829.0,3410000kr,Såld  7 september 2018,-2,475097,Olof Palmes gata,Stockholms kommun
166,Olof Palmes gata 16,"Norrmalm,",43 sqm,2,Bjurfors Kungsholmen,2085.0,4700000kr,Såld 17 maj 2018,0,475097,Olof Palmes gata,Stockholms kommun
167,Olof Palmes Gata 12,"Norrmalm/City/Vasastan,",55 sqm,2,Behrer & Partners,2796.0,4725000kr,Såld 24 oktober 2017,8,475097,Olof Palmes gata,Stockholms kommun
168,"Olof Palmes gata 12, 2 tr","Vasastan/Norrmalm,",30 sqm,1,Fastighetsmäklarna,1444.0,3100000kr,Såld 23 juli 2017,0,475097,Olof Palmes gata,Stockholms kommun
169,Olof Palmes Gata 12,,39 sqm,2,Mäklarhuset Stockholm Innerstan,1877.0,3525000kr,Såld 14 juni 2017,1,475097,Olof Palmes gata,Stockholms kommun
170,"Olof Palmes Gata 16, 5 tr","Vasastan,",66 sqm,3,Crown Estate Fastighetsbyrå,2996.0,6600000kr,Såld 12 juni 2017,11,475097,Olof Palmes gata,Stockholms kommun
171,"Olof Palmes gata 16, 3tr","Vasastan - City/Norrmalm,",76 sqm,3,Fastighetsbyrån Stockholm - Vasastan,3215.0,6300000kr,Såld  9 februari 2017,8,475097,Olof Palmes gata,Stockholms kommun
172,Olof Palmes gata 12,"Norrmalm / City,",39 sqm,2,Erik Olsson Fastighetsförmedling,1877.0,4100000kr,Såld 16 december 2016,17,475097,Olof Palmes gata,Stockholms kommun
173,"Olof Palmes Gata 12, 3 tr","Vasastan/Norrmalm/City,",30 sqm,1,Notar,1444.0,3300000kr,Såld 18 oktober 2016,32,475097,Olof Palmes gata,Stockholms kommun
174,"Olof Palmes gata 16, 1tr","Vasastan/Norrmalm,",76 sqm,3,Länsförsäkringar Fastighetsförmedling Stockholm - Vasastan,3215.0,6150000kr,Såld  5 september 2016,7,475097,Olof Palmes gata,Stockholms kommun
175,"Olof Palmes Gata 16, 3 tr","City Norrmalm Vasastan,",76 sqm,3,HusmanHagberg Vasastan,3215.0,6100000kr,Såld 30 juni 2016,11,475097,Olof Palmes gata,Stockholms kommun
176,"Olof palmes gata 12, 2 TR","Norrmalm,",41 sqm,2,Mäklarhuset Stockholm Innerstan,2122.0,3900000kr,Såld  3 juni 2016,19,475097,Olof Palmes gata,Stockholms kommun
177,Olof Palmes gata 14,"Vasastan - City/Norrmalm,",106 sqm,4,Fastighetsbyrån Stockholm - Vasastan,4103.0,9500000kr,Såld 25 maj 2016,19,475097,Olof Palmes gata,Stockholms kommun
178,"Olof Palmes Gata 16, 4 tr","City Norrmalm Vasastan,",43 sqm,2,HusmanHagberg Vasastan,2118.0,4150000kr,Såld 23 mars 2016,19,475097,Olof Palmes gata,Stockholms kommun
179,"Olof palmes gata 12, 3tr","City / Norrmalm,",39 sqm,2,Notar,1877.0,3500000kr,Såld 22 mars 2016,8,475097,Olof Palmes gata,Stockholms kommun
180,"Olof Palmes Gata 12, 2tr","City / Norrmalm,",39 sqm,"2,5",Notar,1978.0,3950000kr,Såld 24 februari 2016,22,475097,Olof Palmes gata,Stockholms kommun
181,"Olof Palmes gata 16, 4tr","Vasastan/Norrmalm,",76 sqm,3,Länsförsäkringar Fastighetsförmedling Stockholm - Vasastan,3215.0,5900000kr,Såld  9 februari 2016,13,475097,Olof Palmes gata,Stockholms kommun
182,"Olof Palmes gata 16, 6tr","Vasastan/Norrmalm/City,",61 sqm,2,Notar,2706.0,5200000kr,Såld  7 december 2015,8,475097,Olof Palmes gata,Stockholms kommun
183,"Olof Palmes gata 16, 3tr","Vasastan - City/Norrmalm,",76 sqm,3,Fastighetsbyrån Stockholm - Vasastan,3215.0,6050000kr,Såld 13 november 2015,10,475097,Olof Palmes gata,Stockholms kommun
184,"Olof Palmes Gata 14, 1 tr","City Norrmalm Vasastan,",43 sqm,1,HusmanHagberg Vasastan,2118.0,4175000kr,Såld 11 augusti 2015,24,475097,Olof Palmes gata,Stockholms kommun
185,"Olof Palmes Gata 12, 3 tr","City,",39 sqm,"1,5",Bostadsrättsspecialisten,1877.0,3350000kr,Såld  1 april 2015,0,475097,Olof Palmes gata,Stockholms kommun
186,Olof Palmes gata 16,,66 sqm,4,Vernissage Per Kvadrat,2806.0,5850000kr,Såld 13 december 2014,0,475097,Olof Palmes gata,Stockholms kommun
187,"Olof Palmes gata 14,  5 tr","Vasastan - City/Norrmalm,",93 sqm,4,Fastighetsbyrån Stockholm - Vasastan,3637.0,7350000kr,Såld 19 november 2014,8,475097,Olof Palmes gata,Stockholms kommun
188,"Olof Palmes Gata 16, 3tr","Vasastan - Norrmalm,",76 sqm,3,Svenskt Mäklarcentrum AB,3062.0,5080000kr,Såld  6 september 2014,10,475097,Olof Palmes gata,Stockholms kommun
189,"Olof Palmes Gata 12, 3 tr","City / Norrmalm,",41 sqm,1,Bostadsrättsspecialisten,1973.0,2795000kr,Såld 29 oktober 2013,0,475097,Olof Palmes gata,Stockholms kommun
190,"Olof Palmes gata 16, 3tr","Vasastan - City/Norrmalm,",76 sqm,3,Fastighetsbyrån Stockholm - Vasastan,3062.0,4650000kr,Såld 11 oktober 2013,1,475097,Olof Palmes gata,Stockholms kommun
191,"Dalagatan 90, 3tr","Vasastan,",52 sqm,2,Innerstadsspecialisten S AB,2427.0,4660000kr,Såld 10 september 2020,9,475099,Dalagatan,Stockholms kommun
192,Dalagatan 8,"Vasastan/Norrmalm,",29 sqm,1,Unik Fastighetsförmedling AB,1513.0,3210000kr,Såld  9 september 2020,11,475099,Dalagatan,Stockholms kommun
193,"Dalagatan 21, 4tr","Vasastan,",29 sqm,1,Notar,1144.0,3550000kr,Såld  9 september 2020,23,475099,Dalagatan,Stockholms kommun
194,"Dalagatan 43, 6 tr","Vasastan,",79 sqm,3,Bostadsrättsspecialisten,3661.0,8350000kr,Såld  3 september 2020,-2,475099,Dalagatan,Stockholms kommun
195,"Dalagatan 90, 1,5 tr","Vasastan,",52 sqm,2,Alicia Edelman Fastighetsmäkleri,2427.0,4700000kr,Såld 28 augusti 2020,9,475099,Dalagatan,Stockholms kommun
196,Dalagatan 78A,"Stockholm - Vasastan,","76,3 sqm",2,BOSTHLM,2685.0,6900000kr,Såld 25 augusti 2020,6,475099,Dalagatan,Stockholms kommun
197,Dalagatan 74 B,"Vasastan,",56 sqm,2,Alicia Edelman Fastighetsmäkleri,2902.0,5920000kr,Såld 17 augusti 2020,19,475099,Dalagatan,Stockholms kommun
198,"Dalagatan 6A, 5 tr","Vasastan,",49 sqm,2,Edward & Partners Fastighetsmäklare AB,1355.0,4900000kr,Såld 17 augusti 2020,0,475099,Dalagatan,Stockholms kommun
199,Dalagatan 40A,"Vasastan,",61 sqm,3,Le Grand Propriété,2434.0,7000000kr,Såld 16 augusti 2020,8,475099,Dalagatan,Stockholms kommun
200,Dalagatan 68B,"Vasastan - Odenplan,",36 sqm,2,Fastighetsbyrån Stockholm - Vasastan,2228.0,3900000kr,Såld 12 augusti 2020,8,475099,Dalagatan,Stockholms kommun
201,Dalagatan 90,"Vasastan,",73 sqm,3,Fastighetsbyrån Stockholm - Vasastan,3655.0,6100000kr,Såld 30 juli 2020,2,475099,Dalagatan,Stockholms kommun
202,"Dalagatan 6A, 3 tr","Norrmalm/Vasastan,",35 sqm,1,Edward & Partners Fastighetsmäklare AB,1216.0,3700000kr,Såld 17 juli 2020,16,475099,Dalagatan,Stockholms kommun
203,Dalagatan 24,"Vasastan / Vasaparken,",119 sqm,3,Notar,5626.0,12400000kr,Såld 26 juni 2020,8,475099,Dalagatan,Stockholms kommun
204,Dalagatan 35A,"Vasastan,",53 sqm,2,HusmanHagberg Vasastan,2567.0,4600000kr,Såld 18 juni 2020,-1,475099,Dalagatan,Stockholms kommun
205,"Dalagatan 72A, 1 tr","Vasastan,",23 sqm,1,Bjurfors Vasastan Kungsholmen,1333.0,2800000kr,Såld 14 juni 2020,-3,475099,Dalagatan,Stockholms kommun
206,"Dalagatan 25A, 1 tr ög","Vasastan,",45 sqm,2,SkandiaMäklarna Stockholm Vasastan,921.0,4460000kr,Såld 10 juni 2020,12,475099,Dalagatan,Stockholms kommun
207,Dalagatan 70A - gårdshus,"Vasastan,",30 sqm,1,Erik Olsson Fastighetsförmedling,1508.0,2900000kr,Såld  1 juni 2020,17,475099,Dalagatan,Stockholms kommun
208,"Dalagatan 45, 4tr","Vasastan,",55 sqm,2,SkandiaMäklarna Stockholm Vasastan,2624.0,5500000kr,Såld 28 maj 2020,12,475099,Dalagatan,Stockholms kommun
209,"Dalagatan 72, 3tr","Vasastan,",58 sqm,2,Mäklarhuset Stockholm Innerstan,2603.0,6400000kr,Såld 22 maj 2020,10,475099,Dalagatan,Stockholms kommun
210,"Dalagatan 43, 3 tr","Vasastan,",80 sqm,3,HusmanHagberg Vasastan,3550.0,8390000kr,Såld 20 maj 2020,6,475099,Dalagatan,Stockholms kommun
211,"Dalagatan 74A, 2 tr ög","Vasastan - Odenplan,",33 sqm,1,Fastighetsbyrån Stockholm - Vasastan,1901.0,3460000kr,Såld 13 maj 2020,5,475099,Dalagatan,Stockholms kommun
212,Dalagatan 86 B,"Vasastan,",34 sqm,1,Alicia Edelman Fastighetsmäkleri,2074.0,3110000kr,Såld 13 maj 2020,4,475099,Dalagatan,Stockholms kommun
213,"Dalagatan 68 B, 2tr.","Vasastan - Odenplan,",36 sqm,2,Fastighetsbyrån Stockholm - Vasastan,2272.0,3770000kr,Såld 29 april 2020,5,475099,Dalagatan,Stockholms kommun
214,"Dalagatan 86 A, 3 tr","Vasastan,",52 sqm,2,Alicia Edelman Fastighetsmäkleri,2949.0,4700000kr,Såld 22 april 2020,12,475099,Dalagatan,Stockholms kommun
215,"Dalagatan 76 A, 2 tr ög","Vasastan,",83 sqm,3,Behrer & Partners,4615.0,8000000kr,Såld 22 april 2020,0,475099,Dalagatan,Stockholms kommun
216,Dalagatan 84,"Vasastan,",43 sqm,2,Properties & Partners Stockholm,1472.0,4000000kr,Såld 21 april 2020,5,475099,Dalagatan,Stockholms kommun
217,"Dalagatan 86A, 2 tr","Vasastan,",38 sqm,"1,5",Alicia Edelman Fastighetsmäkleri,2139.0,3525000kr,Såld 20 april 2020,1,475099,Dalagatan,Stockholms kommun
218,"Dalagatan 6, 1tr","Vasastan,",32 sqm,1,Erik Olsson Fastighetsförmedling,1011.0,2875000kr,Såld 17 april 2020,5,475099,Dalagatan,Stockholms kommun
219,"Dalagatan 86 E, 2 tr","Vasastan,",41 sqm,2,Alicia Edelman Fastighetsmäkleri,2366.0,3950000kr,Såld 17 april 2020,-1,475099,Dalagatan,Stockholms kommun
220,Dalagatan 86A 2tr,"Vasastan,",57 sqm,2,HusmanHagberg Vasastan,3208.0,5000000kr,Såld 16 april 2020,10,475099,Dalagatan,Stockholms kommun
221,"Dalagatan 86G, 4tr","Vasastan,",33 sqm,1,Notar,1977.0,3200000kr,Såld  8 april 2020,0,475099,Dalagatan,Stockholms kommun
222,Dalagatan 74A,"Vasastan,",68 sqm,2,BOSTHLM Fastighetsmäklare AB,3173.0,7200000kr,Såld  3 april 2020,20,475099,Dalagatan,Stockholms kommun
223,Dalagatan 70,"Vasastan,",28 sqm,1,Wallenberg Fastighetsförmedling,1373.0,2650000kr,Såld 24 mars 2020,15,475099,Dalagatan,Stockholms kommun
224,Dalagatan 55  / Sankt Eriksgatan 118,"Vasastan,",60 sqm,"2,5",BlumenthalHoffman Fastighetsmäkleri,4220.0,4900000kr,Såld 20 mars 2020,-2,475099,Dalagatan,Stockholms kommun
225,"Dalagatan 86 B, 2 tr","Vasastan,",34 sqm,2,Alicia Edelman Fastighetsmäkleri,2074.0,3515000kr,Såld 19 mars 2020,17,475099,Dalagatan,Stockholms kommun
226,"Dalagatan 86D, 5 tr","Vasastan,",80 sqm,3,SkandiaMäklarna Stockholm Östermalm,4459.0,10000000kr,Såld 28 februari 2020,0,475099,Dalagatan,Stockholms kommun
227,"Dalagatan 21, 4tr","Vasastan/Odenplan,",36 sqm,2,Notar,1371.0,4800000kr,Såld 11 februari 2020,38,475099,Dalagatan,Stockholms kommun
228,"Dalagatan 76 A, 3 tr","Vasastan,",58 sqm,2,Alicia Edelman Fastighetsmäkleri,3081.0,6350000kr,Såld 31 januari 2020,12,475099,Dalagatan,Stockholms kommun
229,Dalagatan 41,"Vasastan,",82 sqm,3,Nestor Fastighetsmäkleri,3638.0,8000000kr,Såld 28 januari 2020,14,475099,Dalagatan,Stockholms kommun
230,Dalagatan 8,"Vasastan/Norrmalm,",51 sqm,2,Erik Olsson Fastighetsförmedling,2661.0,4850000kr,Såld 22 januari 2020,17,475099,Dalagatan,Stockholms kommun
231,"Dalagatan 86G, 3 tr","Vasastan,",34 sqm,1,Alicia Edelman Fastighetsmäkleri,1912.0,3525000kr,Såld 20 januari 2020,22,475099,Dalagatan,Stockholms kommun
232,"Dalagatan 8, 5 tr","Vasastan,",51 sqm,2,HusmanHagberg Vasastan,2661.0,5100000kr,Såld 10 januari 2020,23,475099,Dalagatan,Stockholms kommun
233,Dalagatan 38,"Vasastan,",129 sqm,5,Behrer & Partners,6582.0,13400000kr,Såld 19 december 2019,-2,475099,Dalagatan,Stockholms kommun
234,"Dalagatan 41 A, BV, ÖG","Vasastan,",45 sqm,2,Alicia Edelman Fastighetsmäkleri,1997.0,4400000kr,Såld  6 december 2019,5,475099,Dalagatan,Stockholms kommun
235,"Dalagatan 86E, 4 tr","Vasastan,",38 sqm,1,Innerstadsspecialisten S AB,2236.0,3550000kr,Såld 28 november 2019,19,475099,Dalagatan,Stockholms kommun
236,Dalagatan 40,"Vasastan,",119 sqm,4,Properties & Partners Stockholm,5015.0,10800000kr,Såld 27 november 2019,8,475099,Dalagatan,Stockholms kommun
237,Dalagatan 6,"Vasastan,",122 sqm,3,Eklund Stockholm New York,2496.0,7550000kr,Såld 24 november 2019,1,475099,Dalagatan,Stockholms kommun
238,"Dalagatan 86A, 2 tr","Vasastan,",53 sqm,2,Alicia Edelman Fastighetsmäkleri,2949.0,4900000kr,Såld 22 november 2019,0,475099,Dalagatan,Stockholms kommun
239,"Dalagatan 38A, 1 tr över gård","Vasastan,",34 sqm,2,BOSTHLM,1734.0,4110000kr,Såld 19 november 2019,30,475099,Dalagatan,Stockholms kommun
240,Dalagatan 40A,"Vasastan,",61 sqm,2,Vasastansmäklarna,2704.0,5950000kr,Såld 15 november 2019,8,475099,Dalagatan,Stockholms kommun
241,"Dalagatan 23A, 4 tr",,90 sqm,4,HusmanHagberg Vasastan,3695.0,8600000kr,Såld 14 november 2019,9,475099,Dalagatan,Stockholms kommun
242,Dalagatan 55,"Vasastan,",40 sqm,1,Properties & Partners Stockholm,2869.0,3640000kr,Såld 14 november 2019,10,475099,Dalagatan,Stockholms kommun
243,"Dalagatan 86F, 2 tr","Vasastan,",49 sqm,2,Alicia Edelman Fastighetsmäkleri,2787.0,4800000kr,Såld 12 november 2019,14,475099,Dalagatan,Stockholms kommun
244,Dalagatan 86A,"Vasastan,",39 sqm,2,Bjurfors Kungsholmen,2268.0,3850000kr,Såld 11 november 2019,18,475099,Dalagatan,Stockholms kommun
245,Dalagatan 51,"Vasastan,",97 sqm,4,Mäklarhuset Stockholm Innerstan,2213.0,9000000kr,Såld 11 november 2019,0,475099,Dalagatan,Stockholms kommun
246,"Dalagatan 43, 3 tr","Vasastan,",58 sqm,2,Alicia Edelman Fastighetsmäkleri,2573.0,5600000kr,Såld  4 november 2019,8,475099,Dalagatan,Stockholms kommun
247,Dalagatan 86G,"Vasastan,",72 sqm,2,Wrede Fastighetsmäkleri,4107.0,8450000kr,Såld  1 november 2019,0,475099,Dalagatan,Stockholms kommun
248,Dalagatan 40 2tr ö.g.,"Vasastan,",33 sqm,1,Wallenberg Fastighetsförmedling,1655.0,3850000kr,Såld 30 oktober 2019,11,475099,Dalagatan,Stockholms kommun
249,"Dalagatan 60, 2 tr","Vasastan,",98 sqm,4,Bostadsrättsspecialisten,3835.0,10300000kr,Såld 24 oktober 2019,9,475099,Dalagatan,Stockholms kommun
250,"Dalagatan 86D, 4tr","Vasastan,",55 sqm,2,Mäklarhuset Stockholm Innerstan,3110.0,5000000kr,Såld 24 oktober 2019,9,475099,Dalagatan,Stockholms kommun
251,Dalagatan 44 A,"Vasastan,",44 sqm,2,Mäklarhuset Stockholm Innerstan,985.0,4400000kr,Såld 24 oktober 2019,10,475099,Dalagatan,Stockholms kommun
252,Dalagatan 72A,"Vasastan,",59 sqm,2,Erik Olsson Fastighetsförmedling,3233.0,5900000kr,Såld 23 oktober 2019,18,475099,Dalagatan,Stockholms kommun
253,Dalagatan 86 B,"Vasastan,",54 sqm,2,Mäklarhuset Stockholm Innerstan,3078.0,4300000kr,Såld 23 oktober 2019,8,475099,Dalagatan,Stockholms kommun
254,"Dalagatan 39, 1tr","Vasastan,",99 sqm,3,Fastighetsbyrån Stockholm - Vasastan,4616.0,9400000kr,Såld 18 oktober 2019,13,475099,Dalagatan,Stockholms kommun
255,"Dalagatan 86 F, 1 / 2 tr","Vasastan,",36 sqm,1,BOSTHLM Fastighetsmäklare AB,1836.0,3255000kr,Såld 17 oktober 2019,9,475099,Dalagatan,Stockholms kommun
256,Dalagatan 24,"Vasastan,",36 sqm,2,Eklund Stockholm New York,1703.0,3820000kr,Såld 14 oktober 2019,9,475099,Dalagatan,Stockholms kommun
257,Dalagatan 39B,"Vasastan,",27 sqm,1,Fastighetsbyrån Stockholm - Vasastan,1260.0,2975000kr,Såld  1 oktober 2019,12,475099,Dalagatan,Stockholms kommun
258,Dalagatan 35D,"Vasastan,",71 sqm,3,Innerstadsspecialisten Stockholm AB,3228.0,7300000kr,Såld 27 september 2019,18,475099,Dalagatan,Stockholms kommun
259,"Dalagatan 24, 1 ½ tr","Vasastan,",82 sqm,3,Bostadsrättsspecialisten,3829.0,8250000kr,Såld 26 september 2019,4,475099,Dalagatan,Stockholms kommun
260,"Dalagatan 86B, 1tr","Vasastan,",33 sqm,2,Notar,1977.0,3625000kr,Såld 25 september 2019,21,475099,Dalagatan,Stockholms kommun
261,"Dalagatan 86C, 3tr","Vasastan,",34 sqm,1,SkandiaMäklarna Stockholm Vasastan,1976.0,3310000kr,Såld 19 september 2019,11,475099,Dalagatan,Stockholms kommun
262,"Dalagatan 76A, 2tr","Vasastan,",32 sqm,1,SkandiaMäklarna Stockholm Vasastan,2004.0,3400000kr,Såld 18 september 2019,14,475099,Dalagatan,Stockholms kommun
263,"Dalagatan 25, 5tr","Vasastan,",100 sqm,4,Notar,4655.0,11250000kr,Såld 11 september 2019,13,475099,Dalagatan,Stockholms kommun
264,"Dalagatan 86B, 5 tr","Vasastan,",65 sqm,2,A Home 4U,3623.0,6710000kr,Såld 10 september 2019,3,475099,Dalagatan,Stockholms kommun
265,"Dalagatan 8, 2 tr","Norrmalm/Vasastan,",81 sqm,"2,5",Svenska Mäklarhuset Södermalm,4174.0,6800000kr,Såld  6 september 2019,17,475099,Dalagatan,Stockholms kommun
266,"Dalagatan 86G, 3 tr ","Vasastan,",34 sqm,1,Alicia Edelman Fastighetsmäkleri,2074.0,3255000kr,Såld  5 september 2019,14,475099,Dalagatan,Stockholms kommun
267,"Dalagatan 68, 1 tr","Vasastan,",65 sqm,2,Svensk Fastighetsförmedling Sthlm Vasastan,3343.0,5700000kr,Såld 28 augusti 2019,14,475099,Dalagatan,Stockholms kommun
268,Dalagatan 23A,"Vasastan Odenplan,",89 sqm,4,HusmanHagberg Vasastan,3583.0,8900000kr,Såld 27 augusti 2019,15,475099,Dalagatan,Stockholms kommun
269,Dalagatan 40,"Vasastan,",45 sqm,2,Mäklarhuset Stockholm Innerstan,2227.0,4700000kr,Såld 24 augusti 2019,18,475099,Dalagatan,Stockholms kommun
270,"Dalagatan 45, 5tr.","Vasastan - Odenplan,",40 sqm,2,Fastighetsbyrån Stockholm - Vasastan,2533.0,3800000kr,Såld 20 augusti 2019,9,475099,Dalagatan,Stockholms kommun
271,"Dalagatan 86H, 1tr","Vasastan,",29 sqm,1,Fastighetsbyrån Stockholm - Vasastan,1779.0,3000000kr,Såld  7 augusti 2019,7,475099,Dalagatan,Stockholms kommun
272,Dalagatan 39,"Vasastan,",24 sqm,2,Fastighetsbyrån Stockholm - Vasastan,1165.0,3070000kr,Såld  7 augusti 2019,18,475099,Dalagatan,Stockholms kommun
273,"Dalagatan 74A, 1 tr","Vasastan,",33 sqm,1,Notar,1901.0,3700000kr,Såld  7 augusti 2019,24,475099,Dalagatan,Stockholms kommun
274,"Dalagatan 86G, 2 tr ","Vasastan,",37 sqm,1,Alicia Edelman Fastighetsmäkleri,2204.0,3525000kr,Såld  5 juli 2019,18,475099,Dalagatan,Stockholms kommun
275,"Dalagatan 86 E, 2tr","Vasastan,",37 sqm,2,HusmanHagberg Vasastan,2204.0,3275000kr,Såld  3 juli 2019,14,475099,Dalagatan,Stockholms kommun
276,Dalagatan 78,"Vasastan Odenplan,",47 sqm,2,Notar,1750.0,3970000kr,Såld 24 juni 2019,5,475099,Dalagatan,Stockholms kommun
277,Dalagatan 86H,"Vasastan,",30 sqm,1,Notar,1779.0,3050000kr,Såld 18 juni 2019,13,475099,Dalagatan,Stockholms kommun
